concept1,concept2,textures,mse,range
evil,peace,"G22, M24, P51, F53, M0, P0",8.403543297202002e-4,0.8995622373803186
evil,peace,"F24, S51, F75, G51, P102, P75",9.900301088954832e-4,0.89881653044954
evil,peace,"S53, F22, G51, P22, M51, P75",0.00126521597585387,0.9181856448736206
evil,peace,"M53, G51, M102, G22, P102, F24",9.308491581105064e-4,0.977394733072496
evil,peace,"G51, P22, M22, M102, P53, F102",8.98488996529935e-4,0.9700679286082504
evil,peace,"F24, G24, M53, S53, P102, P53",0.0013356731802049,0.936896670287331
evil,peace,"S75, M102, F24, G102, F75, P102",0.0012214598725286,0.9406528199214986
evil,peace,"M75, F24, P102, S53, P75, G75",0.00138394196562142,0.9006815906717627
evil,peace,"S102, G24, P102, F75, P75, F24",8.139188451561239e-4,0.8943162984531365
evil,peace,"G22, S75, G53, F53, G75, P102",0.00121998933399054,0.9865923214812086
evil,peace,"F53, P102, S22, S53, S0, G22",0.00113185402049953,0.9350562315978194
evil,peace,"S102, G53, M0, P51, F53, M53",0.00132481556038124,0.8995622373803186
evil,peace,"P102, S53, G51, F53, S0, G75",0.00111654340492621,0.9350562315978194
evil,peace,"S102, M51, G51, S75, M53, P102",5.867213665041242e-4,0.9385210482241568
evil,peace,"M51, P102, G75, G51, G22, M53",9.643319169315364e-4,0.977394733072496
evil,peace,"G51, P102, M102, S102, M75, M53",8.435753403501937e-4,0.9385210482241568
evil,peace,"F102, P102, S53, M0, G22, F22",0.00112004377805961,0.9422697264414088
evil,peace,"S24, S53, M102, G102, P102, G53",0.00109199375219214,0.870997039960933
evil,peace,"M24, G51, P22, P53, S102, S75",7.474161546113372e-4,0.9443679947145868
evil,peace,"S102, F53, M75, M0, M53, P51",0.00109751413570284,0.8995622373803186
evil,peace,"F102, G24, S24, P75, G53, P102",0.0010388655097821,0.8945339749240317
evil,peace,"P22, G24, G22, F75, P24, F102",0.00108885011330801,0.8884814527596916
evil,peace,"P22, G51, P0, F24, P53, S53",0.00118615416498463,0.9277941354890228
evil,peace,"G75, F53, P102, S53, G51, F22",0.00112576927332793,0.9395935388818488
evil,peace,"F102, P0, G51, P102, M102, F53",0.00119952450128526,0.9730142170916606
evil,peace,"G102, M51, F102, S75, F51, P102",0.0014703512608949,0.9258516825658898
evil,peace,"P102, F22, M51, F75, S102, G102",8.553663125817046e-4,0.8878876520098122
evil,peace,"G51, G22, P102, S22, F24, M53",9.036506729578088e-4,0.977394733072496
evil,peace,"G53, M102, F24, P75, G24, P102",0.00133283054868278,0.879999818562504
evil,peace,"M102, M51, S102, G51, M53, P102",6.595606453617701e-4,0.9385210482241568
evil,peace,"G75, M75, M51, P75, S0, P102",0.00118742490051299,0.9107584086113454
evil,peace,"F53, P102, M102, G53, S102, S75",0.00126237516493898,0.9898554268829708
evil,peace,"F53, S102, F24, S22, P102, S24",0.00121505844189288,0.9130638383880592
evil,peace,"P24, F0, F51, P0, G0, M0",0.00121241251716841,0.9104157135329578
evil,peace,"G53, G22, P51, G0, M24, M53",0.00100478381270223,0.901339800972072
evil,peace,"F53, G75, S53, F22, G22, P102",0.00107124619764961,0.9395935388818488
evil,peace,"M53, P102, S22, M75, G22, S102",8.067929764219483e-4,0.9356855232622496
evil,peace,"G53, G102, P102, S0, G75, P0",0.00135700895211557,0.9228890317470267
evil,peace,"F24, G24, S53, G102, G51, P102",0.00115738409973408,0.898095879447498
evil,peace,"F53, G22, M22, P51, M75, M0",8.984944817890604e-4,0.8995622373803186
evil,peace,"S53, S0, P75, P102, G22, M75",0.00131389338222346,0.8862210256906653
evil,peace,"P75, P102, F51, S53, S102, P0",0.00123766963042308,0.887102410199412
evil,peace,"P102, F102, P75, M51, S51, F24",0.00134380967887318,0.9336739629248773
evil,peace,"S53, P75, M51, P0, P102, F102",0.00112182971551117,0.9109815558423228
evil,peace,"G22, P102, S51, F102, S53, F53",8.732768070717903e-4,0.9518442979469682
evil,peace,"P75, G53, P102, M102, F51, M75",0.00128580601452516,0.9227000090428832
evil,peace,"P22, P53, S22, G22, S75, M53",0.00120231139185687,0.9874616248510316
evil,peace,"G22, P22, P53, M102, S75, M53",0.00103791154478856,0.9908114239897188
evil,peace,"G22, P51, F53, M24, M75, M0",8.442940989026033e-4,0.8995622373803186
evil,peace,"F53, S22, M102, P102, P0, G51",0.00133246304120273,0.9879936956550688
evil,peace,"P0, G75, G22, F102, M53, P102",0.00121704896390401,0.959362082354228
evil,peace,"F102, F51, G53, P22, P75, M102",0.00132179736416115,0.9558254879098466
evil,peace,"F53, S24, G53, S102, G75, P102",0.00104059357206141,0.914421014831708
evil,peace,"F75, P75, S102, P0, P102, S53",0.00117813171240571,0.9357212176254162
evil,peace,"P102, S53, S102, P75, M51, F75",0.00104386334010139,0.9388053118777012
evil,peace,"S75, P102, F53, G22, S51, S53",0.00114931469698395,0.9518442979469682
evil,peace,"S0, M22, M53, P102, G22, F102",0.00105350290585127,0.9403613391979952
evil,peace,"P22, S24, S102, F75, G51, P24",0.00122507609981853,0.8938854116908788
evil,peace,"F24, F53, M0, S102, M53, P24",0.00115669021497994,0.8942598154302956
evil,peace,"F53, M22, P0, G22, M0, P24",9.40655939196499e-4,0.8942598154302956
evil,peace,"S102, M51, G102, P22, F51, F102",0.00119140527115945,0.8980594468877069
evil,peace,"S102, F53, P102, M102, G53, S22",0.00123388316273723,0.9879936956550688
evil,peace,"G24, P75, S102, P102, M51, F75",8.46570944273458e-4,0.8954330883443415
evil,peace,"G51, M22, G53, G0, P51, M53",9.341094068016183e-4,0.9161343877483752
evil,peace,"P102, G102, M75, F102, S53, F24",0.00145247388185079,0.9006815906717627
evil,peace,"G53, S0, P75, F24, P102, G75",0.00120859674309121,0.879999818562504
evil,peace,"S102, P75, M75, S53, P102, S51",0.00107809805365419,0.9030090920398142
evil,peace,"M24, P53, P22, S22, F102, G51",9.367313575010792e-4,0.964824998099014
