concept,texture_id,avg_rating
apple,F24,0.2857142857142857
apple,F51,0.2777777777777778
apple,F53,0.3194444444444444
apple,F75,0.19444444444444445
apple,G0,0.7395833333333334
apple,G102,0.2638888888888889
apple,G22,0.3958333333333333
apple,G24,0.4861111111111111
apple,G51,0.4722222222222222
apple,G53,0.625
apple,G75,0.4444444444444444
apple,M0,0.22569444444444445
apple,M102,0.20833333333333331
apple,M22,0.19444444444444445
apple,M24,0.21180555555555555
apple,M51,0.18055555555555555
apple,M53,0.21875
apple,M75,0.21180555555555555
apple,P0,0.7222222222222222
apple,P102,0.18055555555555555
apple,P22,0.1736111111111111
apple,P24,0.2222222222222222
apple,P51,0.3194444444444444
apple,P53,0.39583333333333337
apple,P75,0.2569444444444444
apple,S0,0.42708333333333337
apple,S102,0.10416666666666666
apple,S22,0.2
apple,S24,0.21180555555555552
apple,S51,0.2013888888888889
apple,S53,0.35416666666666663
apple,S75,0.1840277777777778
banana,F0,0.5520833333333334
banana,F102,0.1875
banana,F22,0.3402777777777778
banana,F24,0.4305555555555556
banana,F51,0.40625
banana,F53,0.4756944444444444
banana,F75,0.2465277777777778
banana,G0,0.5104166666666666
banana,G102,0.17708333333333331
banana,G22,0.2777777777777778
banana,G24,0.3680555555555556
banana,G51,0.41666666666666663
banana,G53,0.5381944444444444
banana,G75,0.25
banana,M0,0.23958333333333331
banana,M102,0.21875
banana,M22,0.22916666666666669
banana,M24,0.2534722222222222
banana,M51,0.2777777777777778
banana,M53,0.23571428571428568
banana,M75,0.2569444444444444
banana,P0,0.5486111111111112
banana,P102,0.10069444444444446
banana,P22,0.11458333333333333
banana,P24,0.16428571428571426
banana,P51,0.3194444444444444
banana,P53,0.3263888888888889
banana,P75,0.1597222222222222
banana,S0,0.5069444444444444
banana,S102,0.2534722222222222
banana,S22,0.32291666666666663
banana,S24,0.4305555555555556
banana,S51,0.4409722222222222
banana,S53,0.4409722222222222
banana,S75,0.3020833333333333
beach,F0,0.3298611111111111
beach,F102,0.4583333333333333
beach,F22,0.6286764705882353
beach,F24,0.4965277777777778
beach,F51,0.3993055555555556
beach,F53,0.4201388888888889
beach,F75,0.40714285714285714
beach,G0,0.2569444444444444
beach,G102,0.5694444444444444
beach,G22,0.6215277777777778
beach,G24,0.4409722222222222
beach,G51,0.4375
beach,G53,0.3993055555555556
beach,G75,0.4791666666666667
beach,M0,0.3402777777777778
beach,M102,0.4340277777777778
beach,M22,0.4027777777777778
beach,M24,0.3576388888888889
beach,M51,0.4131944444444444
